Simulation_number,Number_of_classes,Gsquared,AIC,BIC,NFI,NNFI,RMSEA
39,2,128.7418904,154.7418904,209.53179567948848,0.3411528053472801,0.3514258989506612,0.05617817717924251
39,3,74.36029705,114.36029705,198.65245901844384,0.6194550743917349,0.6996445740350586,0.03823011313798255
39,4,34.17579096,88.17579096,201.97020961739918,0.8251025837116822,1.0208687229079487,NA
39,5,26.66847892,94.66847892,237.9651542663545,0.8635218694746059,1.033110452672233,NA
39,6,22.09338405,104.09338405,276.89231608530986,0.8869352931163139,0.9982518697257865,0.002916585681062556
40,1,195.1301018,207.1301018,232.41775039053317,0,0,0.06968775362002784
40,2,137.0035879,163.0035879,217.7934931794885,0.29788594052791084,0.28195166069152916,0.059051822592558534
40,3,80.65231829,120.65231829,204.94448025844383,0.5866741340981558,0.638665200658118,0.04189009642500871
40,4,48.31013126,102.31013125999999,216.10454991739917,0.7524209190977833,0.8588936017010402,0.0261775994800935
40,5,40.01581612,108.01581612,251.31249146635452,0.7949275086167152,0.8432508466324454,0.02759046799893987
40,6,33.99993866,115.99993866,288.79887069530986,0.825757592773418,0.7749169097872521,0.03306190699178317
41,1,212.2523778,224.2523778,249.54002639053317,0,0,0.07388077280193543
41,2,142.6204861,168.6204861,223.4103913794885,0.3280617744862786,0.3198986344027511,0.06092818667795495
41,3,81.07041201,121.07041201,205.36257397844383,0.6180470963374055,0.6749458488891439,0.04212202949065063
41,4,38.75541058,92.75541058,206.5498292373992,0.8174088272569636,0.9718990879228044,0.012384875285089074
41,5,32.80309726,100.80309726,244.09977260635452,0.8454523921003632,0.9518522463803938,0.01621135978341197
41,6,24.1694397,106.1694397,278.96837173530986,0.8861287682591983,0.963795588057595,0.014057632267171064
42,1,185.3856696,197.3856696,222.67331819053317,0,0,0.06718472975808892
42,2,121.6637247,147.6637247,202.45362997948848,0.3437263788376445,0.36366226532497675,0.05359378298973026
42,3,59.55749404,99.55749404,183.84965600844382,0.6787373362325952,0.8290439569976488,0.027778756640668208
42,4,44.04700964,98.04700964,211.84142829739918,0.7624033738150384,0.900759184133533,0.021164876448997137
42,5,30.48550118,98.48550118,241.7821765263545,0.835556322957554,0.9772577563331156,0.01013181447572548
42,6,22.29518141,104.29518141,277.09411344530986,0.8797362198593586,0.9940430407769095,0.005185407461081399
43,1,213.9399954,225.9399954,251.22764399053312,0,0,0.07428123524202677
43,2,143.3317793,169.3317793,224.1216845794885,0.3300374760127717,0.3220451668115699,0.06116169289150448
43,3,86.0840204,126.0840204,210.37618236844384,0.5976253984718932,0.6360941917099752,0.0448098624537908
43,4,35.42212296,89.42212296,203.21654161739917,0.8344296357781449,1.0058300752314153,NA
